NDA,INDIA,YSRCP,AAP,AD(WPD),AIMIM,ASP(KR),SAD,UPPL,ZPM,JKAIP,IND,is_hung
258,250,17,6,3,2,2,0,0,0,0,5,True
248,273,1,6,2,1,2,2,0,1,0,7,False
269,241,4,14,1,4,2,0,0,0,2,6,True
226,275,23,7,3,5,1,0,2,0,1,0,False
272,234,8,9,2,6,2,2,0,1,0,7,False
280,224,19,2,0,3,3,2,1,1,0,8,False
221,279,10,12,4,5,2,3,1,0,2,4,False
256,269,1,2,5,5,3,0,1,1,0,0,True
223,284,20,9,0,2,1,0,0,1,0,3,False
275,227,25,2,3,6,1,1,1,0,1,1,False
282,237,9,4,1,0,2,0,0,0,1,7,False
231,270,13,12,2,3,0,2,2,0,1,7,True
234,264,6,13,4,5,2,4,2,0,0,9,True
306,198,15,4,2,5,2,3,1,0,2,5,False
250,261,13,4,4,3,0,1,2,1,2,2,True
291,230,5,4,1,2,1,3,0,0,0,6,False
300,196,18,6,1,4,0,4,2,2,2,8,False
300,198,15,7,4,5,3,4,2,1,1,3,False
279,234,1,10,4,4,0,1,0,0,2,8,False
265,233,9,12,5,6,0,5,0,1,0,7,True
248,255,22,2,5,3,2,2,0,0,0,4,True
245,253,13,13,4,6,0,4,0,2,2,1,True
275,243,6,4,0,2,2,3,2,2,1,3,False
258,260,11,1,2,4,0,1,0,1,2,3,True
273,216,17,13,0,5,3,5,2,2,2,5,False
266,240,16,3,2,3,2,4,2,2,0,3,True
253,268,0,11,4,1,1,3,1,1,0,0,True
254,255,6,15,1,5,1,1,0,0,2,3,True
301,209,9,1,1,6,2,4,0,2,0,8,False
308,184,14,14,3,6,3,0,2,0,0,9,False
265,244,6,14,0,1,3,4,0,1,0,5,True
312,192,22,8,0,2,0,1,0,2,2,2,False
261,251,8,1,0,5,3,1,1,2,1,9,True
263,239,19,2,4,3,0,4,1,2,1,5,True
245,267,10,2,4,0,3,2,2,0,0,8,True
288,214,12,6,3,2,1,5,2,0,0,10,False
278,250,7,6,0,0,1,0,0,0,0,1,False
235,265,16,7,2,1,3,4,1,1,2,6,True
256,242,18,11,1,3,3,0,2,1,2,4,True
284,204,20,15,5,1,2,4,2,2,1,3,False
253,252,17,3,3,5,2,4,0,2,2,0,True
237,261,17,8,3,2,2,5,0,2,0,6,True
300,229,0,5,0,1,1,1,1,2,0,3,False
285,228,14,3,1,0,2,2,2,0,0,6,False
319,194,7,4,0,3,2,2,2,0,1,9,False
278,218,4,15,3,6,1,5,1,2,1,9,False
310,199,18,2,3,4,0,3,0,2,1,1,False
312,190,12,9,3,3,2,2,0,0,2,8,False
233,275,16,2,1,4,3,0,2,1,2,4,False
266,242,13,5,1,3,1,4,0,0,2,6,True
296,202,18,13,0,3,3,4,1,1,0,2,False
321,184,10,12,4,4,1,4,1,2,0,0,False
267,247,8,5,0,3,0,4,2,1,0,6,True
323,198,5,6,2,1,1,3,2,0,0,2,False
248,256,19,3,1,3,0,2,2,1,2,6,True
245,266,6,13,4,0,1,0,1,1,2,4,True
291,214,16,5,4,4,0,5,0,0,1,3,False
296,203,21,15,2,0,2,0,1,1,0,2,False
292,236,6,0,0,2,2,1,2,1,0,1,False
270,230,0,15,5,6,3,2,1,1,2,8,True
256,241,19,7,3,3,2,3,2,1,2,4,True
277,225,8,14,5,3,1,3,1,1,0,5,False
253,245,16,7,5,0,1,4,1,0,1,10,True
272,247,8,11,0,0,2,0,1,1,0,1,False
223,287,5,9,5,5,1,4,1,2,0,1,False
247,261,15,1,3,4,3,3,1,0,2,3,True
262,237,22,6,4,4,0,0,1,1,0,6,True
323,166,22,9,5,3,1,5,1,2,0,6,False
274,230,19,7,3,3,0,3,1,1,0,2,False
272,235,18,5,0,5,1,1,2,1,1,2,False
297,220,7,3,2,3,0,3,1,2,2,3,False
263,234,17,5,4,4,1,4,0,2,1,8,True
264,246,2,13,4,2,2,0,1,1,2,6,True
238,259,17,12,3,5,2,3,2,1,1,0,True
288,225,8,2,4,1,0,5,1,2,0,7,False
326,187,4,9,3,5,1,1,0,0,1,6,False
301,197,22,9,0,6,2,0,1,0,0,5,False
269,230,15,13,2,0,2,1,0,1,0,10,True
302,210,17,0,4,2,3,0,0,0,1,4,False
210,285,7,13,2,4,3,5,2,1,2,9,False
255,261,0,9,4,1,3,3,0,2,1,4,True
269,240,13,5,2,5,0,5,1,1,1,1,True
306,192,22,13,1,2,1,4,2,0,0,0,False
278,221,10,5,3,6,3,1,2,2,2,10,False
219,272,18,14,4,1,1,4,0,1,1,8,False
226,268,22,11,0,2,2,4,2,2,2,2,True
322,190,3,4,3,6,2,2,0,0,1,10,False
275,217,15,14,1,6,3,3,2,0,2,5,False
302,208,13,2,3,3,1,1,2,2,1,5,False
314,200,6,9,3,2,2,1,2,0,2,2,False
242,281,5,4,3,0,0,4,0,0,1,3,False
307,209,4,10,0,4,1,0,0,1,0,7,False
332,185,9,0,0,4,1,3,0,0,2,7,False
327,183,5,6,5,5,2,1,2,1,2,4,False
263,245,9,8,3,2,2,1,1,1,0,8,True
238,256,18,10,1,5,2,0,1,1,2,9,True
232,273,20,2,1,2,1,1,2,2,2,5,False
242,257,13,14,5,0,2,5,2,1,2,0,True
246,261,9,12,3,5,0,4,0,0,0,3,True
299,218,0,3,0,6,3,3,2,0,2,7,False
244,256,23,6,1,6,1,3,0,1,2,0,True
252,261,15,6,1,5,1,0,0,1,1,0,True
280,242,1,5,2,0,1,3,1,1,1,6,False
271,239,11,10,2,5,1,1,0,1,1,1,True
253,254,7,12,2,1,2,2,1,0,1,8,True
285,208,22,13,1,4,0,1,0,2,1,6,False
257,257,14,1,4,2,1,0,0,1,0,6,True
303,199,6,14,2,2,3,3,1,2,1,7,False
271,242,14,0,1,2,2,3,2,1,0,5,True
261,252,12,6,0,4,1,4,0,2,0,1,True
275,228,17,9,2,3,0,2,0,0,1,6,False
261,240,9,12,2,2,2,1,2,2,2,8,True
263,242,13,5,0,6,0,1,2,1,0,10,True
265,246,8,2,2,5,2,4,2,2,2,3,True
285,221,19,5,0,2,1,3,1,1,2,3,False
287,227,6,1,0,5,3,3,1,1,2,7,False
232,291,2,7,0,4,1,0,2,2,1,1,False
234,261,20,6,3,3,1,3,0,1,2,9,True
319,206,5,3,1,5,0,1,1,0,1,1,False
261,230,17,14,5,4,2,0,1,1,2,6,True
272,240,2,7,4,2,2,4,2,0,0,8,False
284,215,16,8,0,0,2,5,1,1,2,9,False
240,260,20,3,2,0,2,4,2,1,1,8,True
222,279,8,12,0,3,3,4,2,2,1,7,False
268,249,4,2,2,4,2,2,2,0,2,6,True
245,247,22,14,3,4,2,0,1,2,0,3,True
283,226,8,7,3,2,2,2,2,1,0,7,False
221,293,0,14,2,0,0,1,1,0,2,9,False
296,219,1,12,5,6,0,3,0,0,1,0,False
237,275,5,6,5,3,0,0,1,2,0,9,False
265,244,13,6,1,2,2,1,2,2,1,4,True
310,181,19,11,2,5,1,1,0,2,2,9,False
322,182,16,12,1,3,0,4,1,0,0,2,False
279,234,12,4,3,3,1,0,2,2,0,3,False
295,234,2,2,2,4,0,0,1,0,1,2,False
284,243,2,0,2,4,1,1,0,2,2,2,False
297,206,10,10,3,1,1,3,1,2,1,8,False
273,225,25,3,4,1,0,2,0,2,2,6,False
272,231,18,8,2,3,1,2,2,1,1,2,False
273,243,5,5,0,6,3,5,1,0,0,2,False
267,243,14,7,2,0,0,3,1,2,2,2,True
256,239,16,12,4,3,3,3,0,0,2,5,True
261,252,3,6,3,2,2,3,1,2,1,7,True
217,281,18,10,1,6,2,3,0,1,1,3,False
285,212,20,3,2,2,3,3,0,2,2,9,False
235,298,4,2,2,0,0,0,0,1,0,1,False
298,211,12,2,4,4,3,5,2,0,1,1,False
298,214,11,9,2,2,1,1,0,0,0,5,False
309,183,12,10,5,5,2,5,2,0,1,9,False
285,223,11,3,3,0,2,2,1,2,2,9,False
293,211,16,10,3,1,0,4,0,0,2,3,False
287,238,5,4,1,0,1,4,2,0,1,0,False
254,246,12,11,2,2,3,5,1,0,1,6,True
287,217,23,1,0,1,0,1,0,1,2,10,False
258,259,9,8,1,2,0,1,0,0,2,3,True
279,219,20,7,3,4,0,0,1,0,2,8,False
267,244,6,15,4,2,2,0,0,1,0,2,True
250,262,11,5,0,3,2,2,2,0,1,5,True
275,213,19,11,2,2,3,5,1,1,1,10,False
312,199,2,12,0,3,2,1,1,0,2,9,False
259,249,25,1,1,4,2,1,0,0,1,0,True
281,221,5,13,5,5,3,1,1,0,0,8,False
240,255,22,3,1,5,1,5,1,1,1,8,True
223,269,22,14,3,2,3,2,1,1,1,2,True
266,246,3,8,4,1,0,5,2,0,0,8,True
297,212,18,6,1,5,1,1,1,0,0,1,False
228,270,11,12,3,3,3,1,2,2,1,7,True
289,218,9,10,4,2,1,3,2,1,2,2,False
262,232,25,15,0,6,1,1,0,0,0,1,True
257,237,25,10,1,4,3,0,0,1,0,5,True
296,208,6,10,3,4,0,4,1,2,0,9,False
229,285,1,13,4,3,2,1,0,0,0,5,False
232,275,17,8,3,0,1,1,0,1,1,4,False
274,242,7,2,2,2,0,2,1,2,0,9,False
272,237,6,5,0,6,1,5,2,2,1,6,False
240,252,19,10,2,4,0,3,2,1,1,9,True
216,300,7,6,1,6,1,2,1,0,1,2,False
316,193,16,5,0,6,1,1,0,2,2,1,False
284,219,20,2,2,3,3,5,1,0,1,3,False
248,263,10,7,2,2,2,2,1,2,2,2,True
232,283,2,13,5,0,0,4,2,2,0,0,False
289,203,25,10,4,4,2,2,0,2,1,1,False
272,220,25,0,5,6,0,0,2,1,2,10,False
268,227,24,1,5,6,1,1,2,1,0,7,True
246,258,23,2,1,5,3,4,0,0,0,1,True
258,251,16,6,2,3,2,1,0,2,1,1,True
282,215,21,10,2,6,2,1,1,1,2,0,False
320,200,12,1,0,4,2,2,0,2,0,0,False
240,263,7,7,0,4,3,5,2,2,2,8,True
311,199,4,11,1,6,2,2,1,1,0,5,False
274,251,8,2,0,1,2,1,1,1,2,0,False
269,241,8,6,4,0,2,3,2,0,2,6,True
276,238,13,6,2,1,0,2,1,1,1,2,False
247,257,21,4,3,4,1,2,1,1,2,0,True
310,194,8,6,3,5,0,5,2,0,1,9,False
252,249,12,15,4,0,2,3,1,2,0,3,True
215,286,22,12,1,2,1,0,2,0,2,0,False
245,283,1,2,1,3,0,1,0,2,2,3,False
271,243,5,8,0,2,2,3,1,0,2,6,True
276,242,8,1,5,6,3,1,0,0,1,0,False
237,260,16,11,2,0,3,3,2,2,0,7,True
264,249,15,1,0,1,0,2,2,1,1,7,True
247,266,9,9,0,3,1,3,2,0,0,3,True
305,192,17,11,3,5,2,5,0,1,2,0,False
304,193,14,13,1,1,2,2,2,0,2,9,False
300,205,17,4,2,4,3,3,2,1,2,0,False
275,235,9,5,5,6,0,1,2,1,2,2,False
293,208,19,0,2,4,0,4,2,1,2,8,False
293,215,7,7,5,1,1,3,1,1,1,8,False
255,238,19,12,4,2,2,3,2,2,1,3,True
249,256,15,10,0,0,2,3,2,1,2,3,True
244,266,21,1,0,5,2,2,0,0,1,1,True
271,238,20,2,2,0,2,2,0,2,1,3,True
289,211,16,10,4,3,1,1,2,1,1,4,False
314,191,16,1,3,4,3,0,2,2,2,5,False
315,179,11,14,3,5,2,3,2,2,1,6,False
303,205,2,10,4,1,1,5,2,1,1,8,False
315,197,7,7,5,0,2,2,1,1,0,6,False
286,233,3,2,1,4,1,0,2,2,2,7,False
259,239,20,12,1,2,0,2,1,1,1,5,True
228,277,3,15,0,3,1,5,0,1,2,8,False
273,237,5,5,2,6,3,4,1,1,1,5,False
271,237,17,3,0,1,3,5,0,0,2,4,True
238,264,15,10,2,5,0,2,2,0,0,5,True
275,235,5,13,4,3,2,3,1,2,0,0,False
292,208,20,0,4,6,3,2,2,1,0,5,False
274,244,8,4,3,0,2,2,1,1,1,3,False
304,202,22,1,2,0,1,4,1,0,2,4,False
276,224,13,1,4,5,3,5,2,1,0,9,False
246,256,18,9,2,5,2,1,0,0,0,4,True
278,234,8,5,3,5,2,0,0,2,2,4,False
230,267,19,5,0,3,2,4,2,1,2,8,True
245,277,3,0,0,6,3,2,2,2,0,3,False
266,236,15,9,3,5,2,2,0,0,1,4,True
230,273,10,7,4,6,2,5,2,2,1,1,False
276,234,9,4,3,6,0,4,1,0,2,4,False
263,261,3,3,1,2,2,3,1,0,1,3,True
250,268,8,0,2,3,1,4,2,1,2,2,True
287,231,3,4,2,2,2,1,2,2,0,7,False
304,193,16,4,4,6,0,4,2,1,2,7,False
310,201,13,2,1,6,0,3,2,0,0,5,False
276,233,5,14,0,0,0,4,0,2,1,8,False
241,279,0,11,0,2,2,0,2,2,2,2,False
301,210,16,2,3,2,2,1,0,1,2,3,False
270,233,13,13,0,3,2,4,1,0,1,3,True
287,196,25,10,2,6,3,1,0,2,2,9,False
329,190,4,6,3,0,0,2,2,2,2,3,False
236,282,4,11,0,1,0,2,0,1,1,5,False
285,229,12,5,3,5,0,0,2,1,1,0,False
267,245,18,2,3,0,3,0,1,2,1,1,True
289,213,16,6,2,0,1,5,2,0,0,9,False
326,178,10,6,5,5,3,0,2,2,1,5,False
264,255,8,2,5,1,0,4,0,0,1,3,True
306,217,2,4,2,2,2,0,1,0,1,6,False
234,251,24,13,4,3,3,2,0,0,1,8,True
296,210,15,10,1,1,2,3,0,2,1,2,False
275,239,17,1,5,1,3,0,1,1,0,0,False
216,291,3,11,0,6,0,5,1,1,1,8,False
251,250,6,12,5,3,2,4,1,0,2,7,True
233,273,12,3,4,4,1,2,0,1,2,8,False
227,282,12,10,2,2,1,3,2,2,0,0,False
284,244,6,2,0,2,1,0,2,1,1,0,False
236,274,9,6,4,1,3,5,1,0,2,2,False
297,208,19,4,3,4,1,0,0,2,2,3,False
285,239,2,4,2,0,1,3,2,0,1,4,False
264,231,19,11,3,1,0,4,1,1,0,8,True
234,281,7,1,4,6,3,0,1,1,1,4,False
244,273,1,3,4,0,2,5,2,1,2,6,False
275,229,18,11,3,1,0,1,0,1,0,4,False
315,192,13,2,2,5,2,3,2,2,0,5,False
287,223,4,12,0,2,0,4,0,1,2,8,False
250,252,12,5,4,5,0,5,1,2,2,5,True
284,219,18,2,3,0,2,4,2,2,2,5,False
277,237,11,0,0,3,1,4,2,1,2,5,False
268,246,10,1,0,2,3,0,1,1,1,10,True
273,229,13,13,3,0,1,3,2,1,2,3,False
328,197,5,3,2,0,2,5,1,0,0,0,False
265,250,6,3,1,2,2,1,1,2,2,8,True
239,275,6,3,4,1,3,3,2,2,2,3,False
272,239,6,5,5,0,0,2,2,2,2,8,False
283,230,15,5,5,0,1,1,1,0,2,0,False
213,283,12,12,2,5,1,4,2,2,0,7,False
259,259,16,2,1,1,0,3,0,2,0,0,True
246,264,3,15,4,0,3,1,2,2,0,3,True
281,216,15,12,4,6,0,1,2,0,1,5,False
242,247,19,12,2,6,1,4,2,0,0,8,True
232,268,12,7,4,4,2,2,2,1,1,8,True
287,221,0,11,5,1,0,3,2,1,2,10,False
293,225,0,13,4,2,2,1,2,1,0,0,False
223,297,1,7,0,4,1,4,0,1,1,4,False
266,220,25,11,2,5,0,3,2,0,2,7,True
259,241,21,4,1,2,3,2,2,2,0,6,True
297,218,6,10,0,5,0,0,1,0,2,4,False
266,239,16,1,4,5,2,0,2,2,0,6,True
310,182,14,13,5,5,3,0,0,0,2,9,False
219,299,5,6,3,0,1,1,1,1,1,6,False
236,281,3,9,1,6,1,0,0,1,2,3,False
258,253,5,9,2,5,2,1,1,2,1,4,True
313,185,19,12,3,1,0,4,1,1,0,4,False
231,258,21,15,5,4,2,0,2,2,0,3,True
300,205,15,11,4,0,1,1,2,2,1,1,False
284,228,16,2,0,2,1,3,0,2,0,5,False
293,231,2,1,1,2,0,4,2,2,2,3,False
315,187,14,7,2,5,1,3,1,1,1,6,False
310,202,11,9,0,0,2,0,1,0,2,6,False
252,257,13,2,4,2,2,4,1,2,1,3,True
221,283,20,0,5,5,0,4,2,1,1,1,False
322,202,6,2,1,0,3,4,0,0,1,2,False
234,262,21,5,3,2,1,0,2,2,2,9,True
299,206,19,3,2,4,1,3,0,0,2,4,False
319,188,16,3,2,3,3,2,1,1,2,3,False
313,201,16,1,0,1,0,3,0,0,2,6,False
212,275,17,13,3,6,3,2,0,2,1,9,False
263,258,0,6,5,1,1,5,0,1,1,2,True
277,232,8,10,2,3,1,2,1,0,1,6,False
243,263,9,7,5,4,3,1,2,1,2,3,True
257,254,9,5,2,1,2,1,2,1,1,8,True
251,261,12,6,3,4,0,4,1,0,0,1,True
299,209,10,4,3,3,3,1,2,1,1,7,False
272,239,18,5,3,2,1,0,1,1,1,0,False
254,250,17,6,2,3,2,1,1,0,0,7,True
263,233,23,5,2,5,3,2,0,1,0,6,True
247,274,6,10,0,0,1,2,0,1,1,1,False
283,237,7,4,1,3,2,1,1,0,1,3,False
286,219,0,15,2,5,3,0,1,1,1,10,False
283,236,4,6,3,3,2,1,1,1,1,2,False
268,241,16,3,2,2,3,4,1,1,0,2,True
247,259,11,3,5,5,2,4,1,0,2,4,True
288,229,0,12,0,2,2,2,2,2,2,2,False
222,285,8,10,3,1,1,5,0,2,2,4,False
284,224,14,4,4,1,2,4,2,1,0,3,False
247,261,19,6,2,1,1,0,0,2,1,3,True
269,227,20,8,3,4,2,2,2,2,1,3,True
310,185,10,14,4,1,1,5,1,2,2,8,False
318,203,7,0,2,1,2,2,2,2,0,4,False
305,202,20,1,5,3,1,0,1,2,1,2,False
298,206,14,10,2,2,2,4,2,2,0,1,False
274,216,13,15,0,5,3,5,2,0,0,10,False
215,293,22,4,4,0,0,2,0,1,0,2,False
287,199,19,14,2,1,3,5,1,0,2,10,False
252,247,25,1,1,6,3,1,2,0,0,5,True
274,240,5,9,0,0,0,5,2,0,0,8,False
261,251,7,3,0,3,2,3,2,2,2,7,True
237,251,25,11,0,1,0,4,1,1,2,10,True
219,283,22,0,5,5,1,3,0,2,1,2,False
274,241,7,2,3,5,2,2,1,0,0,6,False
291,208,20,4,4,3,2,2,2,0,2,5,False
288,239,3,0,1,1,2,2,0,1,1,5,False
255,253,12,4,2,5,2,2,0,2,2,4,True
303,191,24,6,5,4,2,1,0,0,0,7,False
235,276,3,7,1,5,1,5,2,1,0,7,False
326,187,14,0,1,4,1,3,1,0,0,6,False
306,201,2,13,4,2,3,3,1,2,1,5,False
245,263,9,1,3,0,3,5,2,2,2,8,True
220,296,5,1,5,5,2,0,0,1,2,6,False
249,271,2,4,0,6,1,3,0,2,1,4,True
277,234,7,14,0,5,1,0,2,1,2,0,False
224,295,6,7,0,1,2,0,2,0,2,4,False
250,247,13,12,3,2,2,4,2,2,0,6,True
265,229,21,12,0,6,2,5,2,1,0,0,True
293,213,9,9,2,0,3,2,2,2,0,8,False
285,220,17,7,1,1,2,3,1,2,1,3,False
220,294,1,5,3,4,2,5,1,2,1,5,False
267,238,12,15,0,3,0,0,1,1,0,6,True
225,287,10,1,5,4,1,3,1,2,2,2,False
268,249,3,10,2,0,2,3,1,1,1,3,True
244,266,11,2,1,2,2,5,0,0,1,9,True
254,262,17,0,2,1,3,0,0,2,0,2,True
261,228,22,11,4,5,2,4,2,1,2,1,True
275,228,14,5,2,6,3,4,1,0,1,4,False
303,212,3,6,4,0,0,5,1,1,2,6,False
320,186,19,6,0,3,2,0,1,0,1,5,False
244,267,6,10,1,6,2,5,0,2,0,0,True
252,231,24,13,0,6,0,5,0,2,1,9,True
299,197,24,6,5,0,3,1,2,2,2,2,False
263,231,19,10,0,5,1,4,2,1,1,6,True
256,248,20,3,3,4,2,4,2,1,0,0,True
297,220,5,1,1,4,3,5,1,0,2,4,False
229,263,23,13,4,1,1,3,1,0,1,4,True
270,230,19,2,3,1,3,2,2,0,2,9,True
217,282,21,12,3,0,0,2,2,1,0,3,False
271,234,17,8,1,1,2,0,1,1,0,7,True
283,219,20,2,4,2,2,2,2,2,2,3,False
285,228,7,3,3,0,3,3,1,2,0,8,False
232,278,5,9,2,2,1,5,1,1,0,7,False
252,257,9,14,1,4,0,1,1,2,1,1,True
316,193,4,4,4,2,3,4,2,1,2,8,False
288,236,2,6,2,5,2,1,0,0,0,1,False
311,201,1,8,3,0,2,3,2,2,2,8,False
272,236,14,6,0,5,3,0,2,2,0,3,False
270,244,8,8,2,0,0,4,0,0,0,7,True
282,229,14,2,0,3,1,2,1,0,2,7,False
279,235,6,2,4,1,2,5,0,0,0,9,False
281,228,13,7,1,2,2,2,0,0,1,6,False
273,238,17,4,4,2,0,0,1,0,0,4,False
264,238,14,11,2,0,2,2,2,1,2,5,True
315,178,24,8,3,3,0,3,2,0,1,6,False
279,238,2,9,0,6,0,0,2,1,0,6,False
246,250,18,8,5,5,2,4,2,1,0,2,True
277,227,8,13,5,3,1,1,1,2,0,5,False
273,236,13,2,4,6,0,4,1,2,0,2,False
232,266,11,15,3,6,1,0,2,0,2,5,True
307,213,6,3,4,3,0,0,2,2,0,3,False
312,179,23,12,0,3,2,5,1,0,0,6,False
257,232,23,13,1,1,3,3,1,0,1,8,True
262,249,11,8,1,4,0,1,1,0,2,4,True
316,206,0,4,3,0,1,3,2,2,0,6,False
291,209,15,6,2,4,3,4,0,0,2,7,False
282,232,10,9,3,0,0,3,0,1,0,3,False
257,251,0,14,4,4,3,0,1,0,2,7,True
220,289,14,8,0,4,1,1,0,0,2,4,False
256,255,8,9,0,1,2,0,2,1,1,8,True
283,214,22,10,4,1,0,1,2,0,2,4,False
280,231,1,6,5,4,3,4,2,2,1,4,False
285,227,1,10,3,3,2,4,2,2,1,3,False
283,231,17,0,1,3,0,2,0,2,0,4,False
259,242,18,5,4,0,3,3,2,0,2,5,True
244,271,11,10,0,0,3,2,0,2,0,0,True
297,200,18,6,5,3,0,3,1,2,0,8,False
248,256,12,12,3,0,0,0,1,2,1,8,True
265,252,5,0,4,0,3,4,0,0,2,8,True
279,220,10,13,3,1,2,5,0,1,1,8,False
297,208,15,2,3,1,3,4,2,0,1,7,False
294,198,14,10,4,2,2,5,2,0,2,10,False
237,267,20,3,1,5,0,1,2,1,1,5,True
251,266,6,4,2,0,2,5,2,0,0,5,True
252,259,10,1,4,2,2,0,2,2,0,9,True
270,250,5,4,2,2,2,4,2,2,0,0,True
268,225,22,7,2,6,0,2,1,0,0,10,True
289,209,20,1,5,4,0,4,0,1,1,9,False
237,287,3,3,0,2,2,1,0,1,0,7,False
281,247,2,7,1,0,0,1,2,1,0,1,False
274,209,25,15,0,3,3,3,1,0,0,10,False
253,246,20,5,3,1,2,3,1,1,1,7,True
274,233,8,13,0,5,1,2,1,2,1,3,False
303,202,17,5,4,2,1,3,2,0,2,2,False
296,216,12,3,0,0,0,3,1,1,2,9,False
263,259,2,8,2,1,1,1,1,1,0,4,True
261,235,23,7,3,1,3,2,0,0,2,6,True
247,266,6,11,1,4,0,4,0,2,1,1,True
275,244,6,5,0,3,1,0,1,0,0,8,False
316,193,13,7,0,0,3,0,1,2,1,7,False
266,254,6,4,3,1,2,3,2,0,0,2,True
301,217,4,3,4,5,0,3,2,0,0,4,False
233,264,18,5,5,6,2,3,0,0,2,5,True
257,257,6,4,2,5,1,0,1,0,1,9,True
281,230,13,1,1,0,3,4,0,1,0,9,False
230,262,13,11,5,6,1,4,0,0,2,9,True
294,213,9,11,1,3,1,1,1,2,0,7,False
267,236,18,5,3,4,2,2,2,1,1,2,True
248,248,9,13,5,4,0,4,2,2,0,8,True
222,273,20,11,2,3,0,2,2,2,0,6,False
263,241,21,0,0,1,1,4,0,2,2,8,True
252,256,3,12,2,3,3,0,0,1,2,9,True
301,203,13,11,1,5,2,0,1,1,2,3,False
300,206,10,3,4,3,1,3,2,2,0,9,False
275,232,11,10,3,2,1,0,0,1,2,6,False
297,208,12,11,0,4,1,1,1,1,1,6,False
271,243,9,1,2,3,1,0,1,1,2,9,True
302,192,20,7,3,5,2,2,2,1,1,6,False
272,243,5,10,2,1,2,4,1,0,1,2,False
246,268,2,12,5,1,1,1,0,0,2,5,True
259,259,6,9,1,1,3,1,0,2,1,1,True
328,180,11,6,3,4,2,5,1,0,0,3,False
210,285,18,10,4,4,1,0,0,1,0,10,False
280,229,8,11,2,2,2,1,1,0,0,7,False
310,212,1,4,4,4,1,4,0,1,1,1,False
246,270,1,6,4,4,1,5,1,1,1,3,True
239,277,4,9,3,2,1,1,1,1,2,3,False
265,264,0,3,0,1,3,1,2,2,1,1,True
246,257,12,12,2,1,2,5,1,2,1,2,True
240,257,20,10,2,0,1,3,2,1,0,7,True
285,222,9,10,1,4,1,3,2,0,0,6,False
242,261,17,12,1,4,1,1,1,2,1,0,True
248,249,16,6,3,5,0,3,2,1,2,8,True
260,239,11,8,4,5,2,0,2,1,1,10,True
265,242,18,2,1,2,2,2,1,2,1,5,True
279,216,19,12,1,4,2,4,1,1,1,3,False
275,213,25,11,2,2,1,2,1,2,1,8,False
260,261,0,11,1,3,2,2,0,1,0,2,True
265,250,12,5,0,0,1,4,2,1,0,3,True
265,245,13,6,3,5,1,0,2,2,1,0,True
317,188,23,2,0,2,1,5,0,0,1,4,False
296,215,14,3,2,2,2,4,0,2,0,3,False
260,245,22,9,5,1,1,0,0,0,0,0,True
260,262,1,4,4,0,2,2,2,1,0,5,True
304,219,1,1,2,4,0,2,2,2,1,5,False
288,207,21,4,4,2,2,2,2,1,2,8,False
258,265,0,5,0,2,1,0,1,1,0,10,True
290,230,1,1,5,0,0,3,1,2,2,8,False
223,263,22,12,5,5,3,2,0,1,0,7,True
314,199,7,9,3,3,1,0,0,0,0,7,False
283,231,6,10,0,0,3,5,0,1,2,2,False
255,260,1,1,4,5,2,4,2,1,0,8,True
249,278,0,6,3,0,1,0,1,0,0,5,False
299,195,22,8,1,2,0,5,2,0,2,7,False
318,191,7,8,4,2,3,3,2,0,0,5,False
294,223,6,12,0,0,1,0,0,2,1,4,False
255,259,9,4,0,4,3,2,0,2,2,3,True
240,267,15,5,4,1,0,1,2,1,2,5,True
228,270,16,13,0,0,1,4,0,2,2,7,True
289,224,2,12,3,5,0,2,0,1,1,4,False
272,219,25,3,5,3,0,2,2,1,2,9,False
275,234,13,3,2,1,2,2,2,1,0,8,False
253,256,22,4,2,0,0,4,0,0,0,2,True
307,198,11,10,5,4,1,0,1,1,0,5,False
214,283,23,1,5,1,0,4,0,1,2,9,False
270,253,6,0,3,3,3,1,0,2,1,1,True
253,249,13,9,0,3,2,2,2,2,1,7,True
218,292,3,12,2,2,3,1,1,0,0,9,False
228,297,0,3,2,1,1,3,0,1,1,6,False
239,273,7,7,2,3,1,3,0,1,2,5,False
231,265,7,13,4,6,3,4,1,0,1,8,True
272,246,4,4,1,3,2,2,2,2,2,3,False
268,224,22,11,4,1,2,3,1,1,2,4,True
298,206,17,0,5,4,3,3,2,2,0,3,False
317,200,7,8,1,0,2,1,0,2,0,5,False
296,205,13,11,4,2,1,0,0,0,2,9,False
313,198,14,4,1,1,3,3,2,0,2,2,False
237,254,23,12,5,4,0,2,1,2,0,3,True
268,238,14,3,4,3,1,2,2,2,1,5,True
269,214,25,15,1,1,3,1,2,2,2,8,True
229,295,5,4,1,0,0,2,0,0,0,7,False
305,203,21,1,0,3,3,1,2,0,1,3,False
298,219,6,7,1,4,1,3,0,1,2,1,False
288,219,6,15,0,1,0,5,1,0,0,8,False
277,225,12,6,4,2,2,4,2,2,1,6,False
242,264,20,1,3,4,2,4,0,2,0,1,True
262,247,19,0,3,3,1,3,1,1,0,3,True
301,204,19,5,5,0,1,1,1,1,0,5,False
269,238,12,10,3,0,2,4,1,1,1,2,True
290,210,9,13,5,3,3,1,0,2,1,6,False
250,249,22,3,4,2,1,1,2,0,1,8,True
297,206,25,1,5,2,2,3,0,0,0,2,False
267,221,12,15,2,6,1,4,1,2,2,10,True
